dteday,season,yr,mnth,holiday,weekday,workingday,casual,registered,cnt
2014-12-14,4,2014,12,0,6,0,754,4493,5247
2014-12-15,4,2014,12,0,0,0,554,7084,7638
2014-12-16,4,2014,12,0,1,1,212,5735,5947
2014-12-17,4,2014,12,0,2,1,495,6874,7369
2014-12-18,4,2014,12,0,3,1,241,6072,6313
2014-12-19,4,2014,12,0,4,1,308,5559,5867
2014-12-20,4,2014,12,0,5,1,442,3405,3847
2014-12-21,1,2014,12,0,6,0,622,2930,3552
2014-12-22,1,2014,12,0,0,0,155,2808,2963
2014-12-23,1,2014,12,0,1,1,224,3496,3720
2014-12-24,1,2014,12,0,2,1,57,1155,1212
2014-12-25,1,2014,12,1,3,0,779,856,1635
2014-12-26,1,2014,12,0,4,1,1170,1741,2911
2014-12-27,1,2014,12,0,5,1,2151,2030,4181
2014-12-28,1,2014,12,0,6,0,1126,1735,2861
2014-12-29,1,2014,12,0,0,0,1175,3967,5142
2014-12-30,1,2014,12,0,1,1,801,4361,5162
2014-12-31,1,2014,12,0,2,1,549,3660,4209
2015-01-01,1,2015,1,1,3,0,559,2019,2578
2015-01-02,1,2015,1,0,4,1,938,4170,5108
2015-01-03,1,2015,1,0,5,1,217,1486,1703
2015-01-04,1,2015,1,0,6,0,502,3156,3658
2015-01-05,1,2015,1,0,0,0,293,4929,5222
2015-01-06,1,2015,1,0,1,1,45,2015,2060
2015-01-07,1,2015,1,0,2,1,65,2970,3035
2015-01-08,1,2015,1,0,3,1,40,2912,2952
2015-01-09,1,2015,1,0,4,1,87,4127,4214
2015-01-10,1,2015,1,0,5,1,159,2514,2673
2015-01-11,1,2015,1,0,6,0,363,3088,3451
2015-01-12,1,2015,1,0,0,0,83,2072,2155
2015-01-13,1,2015,1,0,1,1,246,5227,5473
2015-01-14,1,2015,1,0,2,1,205,4350,4555
2015-01-15,1,2015,1,0,3,1,272,5502,5774
2015-01-16,1,2015,1,0,4,1,263,5420,5683
2015-01-17,1,2015,1,0,5,1,693,3524,4217
2015-01-18,1,2015,1,0,6,0,277,2246,2523
2015-01-19,1,2015,1,1,0,0,618,4016,4634
2015-01-20,1,2015,1,0,1,1,202,6061,6263
2015-01-21,1,2015,1,0,2,1,121,5229,5350
2015-01-22,1,2015,1,0,3,1,309,6060,6369
2015-01-23,1,2015,1,0,4,1,268,4465,4733
2015-01-24,1,2015,1,0,5,1,231,3241,3472
2015-01-25,1,2015,1,0,6,0,657,4502,5159
2015-01-26,1,2015,1,0,0,0,34,2395,2429
2015-01-27,1,2015,1,0,1,1,72,3995,4067
2015-01-28,1,2015,1,0,2,1,103,4991,5094
2015-01-29,1,2015,1,0,3,1,95,4533,4628
2015-01-30,1,2015,1,0,4,1,131,4717,4848
2015-01-31,1,2015,1,0,5,1,321,3010,3331
2015-02-01,1,2015,2,0,6,0,269,3318,3587
2015-02-02,1,2015,2,0,0,0,54,3827,3881
2015-02-03,1,2015,2,0,1,1,6,5111,5117
2015-02-04,1,2015,2,0,2,1,39,6035,6074
2015-02-05,1,2015,2,0,3,1,153,4833,4986
2015-02-06,1,2015,2,0,4,1,176,4751,4927
2015-02-07,1,2015,2,0,5,1,737,4188,4925
2015-02-08,1,2015,2,0,6,0,1554,5093,6647
2015-02-09,1,2015,2,0,0,0,164,4775,4939
2015-02-10,1,2015,2,0,1,1,204,5463,5667
2015-02-11,1,2015,2,0,2,1,416,6176,6592
2015-02-12,1,2015,2,0,3,1,223,5216,5439
2015-02-13,1,2015,2,0,4,1,165,3845,4010
2015-02-14,1,2015,2,0,5,1,481,2452,2933
2015-02-15,1,2015,2,0,6,0,71,970,1041
2015-02-16,1,2015,2,1,0,0,96,1219,1315
2015-02-17,1,2015,2,0,1,1,35,1143,1178
2015-02-18,1,2015,2,0,2,1,43,3100,3143
2015-02-19,1,2015,2,0,3,1,57,2625,2682
2015-02-20,1,2015,2,0,4,1,61,2423,2484
2015-02-21,1,2015,2,0,5,1,22,719,741
2015-02-22,1,2015,2,0,6,0,141,1848,1989
2015-02-23,1,2015,2,0,0,0,79,3518,3597
2015-02-24,1,2015,2,0,1,1,59,3812,3871
2015-02-25,1,2015,2,0,2,1,118,4832,4950
2015-02-26,1,2015,2,0,3,1,103,3372,3475
2015-02-27,1,2015,2,0,4,1,186,4454,4640
2015-02-28,1,2015,2,0,5,1,396,2826,3222
2015-03-01,1,2015,3,0,6,0,48,720,768
2015-03-02,1,2015,3,0,0,0,170,3897,4067
2015-03-03,1,2015,3,0,1,1,155,3676,3831
2015-03-04,1,2015,3,0,2,1,112,4029,4141
2015-03-05,1,2015,3,0,3,1,29,509,538
2015-03-06,1,2015,3,0,4,1,73,1855,1928
2015-03-07,1,2015,3,0,5,1,352,2830,3182
2015-03-08,1,2015,3,0,6,0,1273,4075,5348
2015-03-09,1,2015,3,0,0,0,1301,6641,7942
2015-03-10,1,2015,3,0,1,1,362,3579,3941
2015-03-11,1,2015,3,0,2,1,994,6706,7700
2015-03-12,1,2015,3,0,3,1,1709,7290,8999
2015-03-13,1,2015,3,0,4,1,1352,6556,7908
2015-03-14,1,2015,3,0,5,1,758,2789,3547
2015-03-15,1,2015,3,0,6,0,1929,4487,6416
2015-03-16,1,2015,3,0,0,0,1574,7207,8781
2015-03-17,1,2015,3,0,1,1,1414,7613,9027
2015-03-18,1,2015,3,0,2,1,772,6610,7382
2015-03-19,1,2015,3,0,3,1,1137,6907,8044
2015-03-20,1,2015,3,0,4,1,145,2760,2905
2015-03-21,2,2015,3,0,5,1,3227,5816,9043
2015-03-22,2,2015,3,0,6,0,2639,5314,7953
2015-03-23,2,2015,3,0,0,0,1403,6564,7967
2015-03-24,2,2015,3,0,1,1,956,6773,7729
2015-03-25,2,2015,3,0,2,1,663,6760,7423
2015-03-26,2,2015,3,0,3,1,1156,7380,8536
2015-03-27,2,2015,3,0,4,1,834,5168,6002
2015-03-28,2,2015,3,0,5,1,854,3719,4573
2015-03-29,2,2015,3,0,6,0,1606,4066,5672
2015-03-30,2,2015,3,0,0,0,1543,7409,8952
2015-03-31,2,2015,3,0,1,1,1232,6779,8011
2015-04-01,2,2015,4,0,2,1,1780,8097,9877
2015-04-02,2,2015,4,0,3,1,2608,8668,11276
2015-04-03,2,2015,4,0,4,1,1177,5251,6428
2015-04-04,2,2015,4,0,5,1,5102,5336,10438
2015-04-05,2,2015,4,0,6,0,5228,4959,10187
2015-04-06,2,2015,4,0,0,0,3617,9023,12640
2015-04-07,2,2015,4,0,1,1,2498,8619,11117
2015-04-08,2,2015,4,0,2,1,993,6448,7441
2015-04-09,2,2015,4,0,3,1,1053,6775,7828
2015-04-10,2,2015,4,0,4,1,2200,7198,9398
2015-04-11,2,2015,4,0,5,1,8614,8132,16746
2015-04-12,2,2015,4,0,6,0,7838,7914,15752
2015-04-13,2,2015,4,0,0,0,3186,9510,12696
2015-04-14,2,2015,4,0,1,1,293,3532,3825
2015-04-15,2,2015,4,0,2,1,1886,9243,11129
2015-04-16,2,2015,4,0,3,1,2012,9679,11691
2015-04-17,2,2015,4,0,4,1,3141,9409,12550
2015-04-18,2,2015,4,0,5,1,7748,8260,16008
2015-04-19,2,2015,4,0,6,0,4436,5819,10255
2015-04-20,2,2015,4,0,0,0,1769,7299,9068
2015-04-21,2,2015,4,0,1,1,2050,9594,11644
2015-04-22,2,2015,4,0,2,1,1513,9032,10545
2015-04-23,2,2015,4,0,3,1,1611,8496,10107
2015-04-24,2,2015,4,0,4,1,2199,8177,10376
2015-04-25,2,2015,4,0,5,1,2684,4508,7192
2015-04-26,2,2015,4,0,6,0,4014,6323,10337
2015-04-27,2,2015,4,0,0,0,1221,7648,8869
2015-04-28,2,2015,4,0,1,1,1688,9311,10999
2015-04-29,2,2015,4,0,2,1,1939,9725,11664
2015-04-30,2,2015,4,0,3,1,1511,8746,10257
2015-05-01,2,2015,5,0,4,1,1778,8578,10356
2015-05-02,2,2015,5,0,5,1,5110,7469,12579
2015-05-03,2,2015,5,0,6,0,4986,7120,12106
2015-05-04,2,2015,5,0,0,0,2609,9383,11992
2015-05-05,2,2015,5,0,1,1,1785,9315,11100
2015-05-06,2,2015,5,0,2,1,1825,9664,11489
2015-05-07,2,2015,5,0,3,1,2131,10191,12322
2015-05-08,2,2015,5,0,4,1,2925,10506,13431
2015-05-09,2,2015,5,0,5,1,5134,7717,12851
2015-05-10,2,2015,5,0,6,0,4545,6555,11100
2015-05-11,2,2015,5,0,0,0,2530,9609,12139
2015-05-12,2,2015,5,0,1,1,2265,9802,12067
2015-05-13,2,2015,5,0,2,1,1763,10017,11780
2015-05-14,2,2015,5,0,3,1,2546,10071,12617
2015-05-15,2,2015,5,0,4,1,3365,10286,13651
2015-05-16,2,2015,5,0,5,1,4454,6754,11208
2015-05-17,2,2015,5,0,6,0,3966,6976,10942
2015-05-18,2,2015,5,0,0,0,2358,8087,10445
2015-05-19,2,2015,5,0,1,1,2182,9886,12068
2015-05-20,2,2015,5,0,2,1,2521,10465,12986
2015-05-21,2,2015,5,0,3,1,517,6466,6983
2015-05-22,2,2015,5,0,4,1,3183,9348,12531
2015-05-23,2,2015,5,0,5,1,6652,6068,12720
2015-05-24,2,2015,5,0,6,0,7787,5792,13579
2015-05-25,2,2015,5,1,0,0,5870,6139,12009
2015-05-26,2,2015,5,0,1,1,2263,9091,11354
2015-05-27,2,2015,5,0,2,1,1676,9799,11475
2015-05-28,2,2015,5,0,3,1,2100,9538,11638
2015-05-29,2,2015,5,0,4,1,2417,9650,12067
2015-05-30,2,2015,5,0,5,1,5062,7610,12672
2015-05-31,2,2015,5,0,6,0,4046,6882,10928
2015-06-01,2,2015,6,0,0,0,1498,6608,8106
2015-06-02,2,2015,6,0,1,1,901,7154,8055
2015-06-03,2,2015,6,0,2,1,1121,8761,9882
2015-06-04,2,2015,6,0,3,1,847,5513,6360
2015-06-05,2,2015,6,0,4,1,2074,9008,11082
2015-06-06,2,2015,6,0,5,1,4674,8011,12685
2015-06-07,2,2015,6,0,6,0,4543,7132,11675
2015-06-08,2,2015,6,0,0,0,1838,8129,9967
2015-06-09,2,2015,6,0,1,1,1856,9916,11772
2015-06-10,2,2015,6,0,2,1,1572,10018,11590
2015-06-11,2,2015,6,0,3,1,2033,9821,11854
2015-06-12,2,2015,6,0,4,1,2109,8763,10872
2015-06-13,2,2015,6,0,5,1,4436,7332,11768
2015-06-14,2,2015,6,0,6,0,3265,6250,9515
2015-06-15,2,2015,6,0,0,0,1919,8068,9987
2015-06-16,2,2015,6,0,1,1,1866,9634,11500
2015-06-17,2,2015,6,0,2,1,1837,9338,11175
2015-06-18,2,2015,6,0,3,1,1530,8465,9995
2015-06-19,2,2015,6,0,4,1,2463,9561,12024
2015-06-20,2,2015,6,0,5,1,3448,5870,9318
2015-06-21,3,2015,6,0,6,0,2264,6520,8784
2015-06-22,3,2015,6,0,0,0,2191,9072,11263
2015-06-23,3,2015,6,0,1,1,1286,7904,9190
2015-06-24,3,2015,6,0,2,1,2212,10378,12590
2015-06-25,3,2015,6,0,3,1,2099,9032,11131
2015-06-26,3,2015,6,0,4,1,2963,10079,13042
2015-06-27,3,2015,6,0,5,1,683,2622,3305
2015-06-28,3,2015,6,0,6,0,4273,7348,11621
2015-06-29,3,2015,6,0,0,0,2713,9492,12205
2015-06-30,3,2015,6,0,1,1,2136,9844,11980
2015-07-01,3,2015,7,0,2,1,2308,8915,11223
2015-07-02,3,2015,7,0,3,1,2488,8769,11257
2015-07-03,3,2015,7,1,4,0,6429,6362,12791
2015-07-04,3,2015,7,1,5,0,5755,4533,10288
2015-07-05,3,2015,7,0,6,0,6211,5988,12199
2015-07-06,3,2015,7,0,0,0,2614,8288,10902
2015-07-07,3,2015,7,0,1,1,2393,9830,12223
2015-07-08,3,2015,7,0,2,1,1683,7812,9495
2015-07-09,3,2015,7,0,3,1,1916,9129,11045
2015-07-10,3,2015,7,0,4,1,3072,9941,13013
2015-07-11,3,2015,7,0,5,1,4847,7573,12420
2015-07-12,3,2015,7,0,6,0,4314,7397,11711
2015-07-13,3,2015,7,0,0,0,1864,8360,10224
2015-07-14,3,2015,7,0,1,1,1975,9616,11591
2015-07-15,3,2015,7,0,2,1,2039,10049,12088
2015-07-16,3,2015,7,0,3,1,2516,10741,13257
2015-07-17,3,2015,7,0,4,1,2977,9650,12627
2015-07-18,3,2015,7,0,5,1,4426,6670,11096
2015-07-19,3,2015,7,0,6,0,4155,5993,10148
2015-07-20,3,2015,7,0,0,0,2318,8538,10856
2015-07-21,3,2015,7,0,1,1,2246,9565,11811
2015-07-22,3,2015,7,0,2,1,2468,10466,12934
2015-07-23,3,2015,7,0,3,1,2575,10417,12992
2015-07-24,3,2015,7,0,4,1,3280,10059,13339
2015-07-25,3,2015,7,0,5,1,5807,7095,12902
2015-07-26,3,2015,7,0,6,0,4682,6632,11314
2015-07-27,3,2015,7,0,0,0,2482,8437,10919
2015-07-28,3,2015,7,0,1,1,2528,9448,11976
2015-07-29,3,2015,7,0,2,1,2428,9742,12170
2015-07-30,3,2015,7,0,3,1,1803,9005,10808
2015-07-31,3,2015,7,0,4,1,2751,9645,12396
2015-08-01,3,2015,8,0,5,1,4940,7103,12043
2015-08-02,3,2015,8,0,6,0,4550,6897,11447
2015-08-03,3,2015,8,0,0,0,2714,9371,12085
2015-08-04,3,2015,8,0,1,1,2212,9414,11626
2015-08-05,3,2015,8,0,2,1,2408,10093,12501
2015-08-06,3,2015,8,0,3,1,2565,10052,12617
2015-08-07,3,2015,8,0,4,1,2827,9354,12181
2015-08-08,3,2015,8,0,5,1,5843,7127,12970
2015-08-09,3,2015,8,0,6,0,4923,6728,11651
2015-08-10,3,2015,8,0,0,0,2362,8132,10494
2015-08-11,3,2015,8,0,1,1,2065,9277,11342
2015-08-12,3,2015,8,0,2,1,2304,10181,12485
2015-08-13,3,2015,8,0,3,1,2344,10091,12435
2015-08-14,3,2015,8,0,4,1,2972,9577,12549
2015-08-15,3,2015,8,0,5,1,5261,6821,12082
2015-08-16,3,2015,8,0,6,0,3872,6320,10192
2015-08-17,3,2015,8,0,0,0,2135,8836,10971
2015-08-18,3,2015,8,0,1,1,2098,9497,11595
2015-08-19,3,2015,8,0,2,1,1985,9981,11966
2015-08-20,3,2015,8,0,3,1,1823,8369,10192
2015-08-21,3,2015,8,0,4,1,3064,9838,12902
2015-08-22,3,2015,8,0,5,1,4995,7344,12339
2015-08-23,3,2015,8,0,6,0,4119,6862,10981
2015-08-24,3,2015,8,0,0,0,1963,8320,10283
2015-08-25,3,2015,8,0,1,1,2220,10452,12672
2015-08-26,3,2015,8,0,2,1,1933,10397,12330
2015-08-27,3,2015,8,0,3,1,2022,10384,12406
2015-08-28,3,2015,8,0,4,1,2440,9770,12210
2015-08-29,3,2015,8,0,5,1,4426,7100,11526
2015-08-30,3,2015,8,0,6,0,3512,6676,10188
2015-08-31,3,2015,8,0,0,0,1716,9336,11052
2015-09-01,3,2015,9,0,1,1,1504,10018,11522
2015-09-02,3,2015,9,0,2,1,1545,9833,11378
2015-09-03,3,2015,9,0,3,1,1670,9461,11131
2015-09-04,3,2015,9,0,4,1,2187,8863,11050
2015-09-05,3,2015,9,0,5,1,5260,5607,10867
2015-09-06,3,2015,9,0,6,0,6970,5430,12400
2015-09-07,3,2015,9,1,0,0,4295,6056,10351
2015-09-08,3,2015,9,0,1,1,1381,9584,10965
2015-09-09,3,2015,9,0,2,1,1352,9713,11065
2015-09-10,3,2015,9,0,3,1,1078,9278,10356
2015-09-11,3,2015,9,0,4,1,2085,10082,12167
2015-09-12,3,2015,9,0,5,1,1417,5248,6665
2015-09-13,3,2015,9,0,6,0,3127,7270,10397
2015-09-14,3,2015,9,0,0,0,1592,9564,11156
2015-09-15,3,2015,9,0,1,1,1540,10403,11943
2015-09-16,3,2015,9,0,2,1,1485,10453,11938
2015-09-17,3,2015,9,0,3,1,1561,10388,11949
2015-09-18,3,2015,9,0,4,1,1809,10147,11956
2015-09-19,3,2015,9,0,5,1,3971,7609,11580
2015-09-20,3,2015,9,0,6,0,3604,7394,10998
2015-09-21,3,2015,9,0,0,0,1314,6502,7816
2015-09-22,3,2015,9,0,1,1,1783,10169,11952
2015-09-23,4,2015,9,0,2,1,2339,10434,12773
2015-09-24,4,2015,9,0,3,1,2320,10194,12514
2015-09-25,4,2015,9,0,4,1,1814,9589,11403
2015-09-26,4,2015,9,0,5,1,3509,7529,11038
2015-09-27,4,2015,9,0,6,0,2892,7087,9979
2015-09-28,4,2015,9,0,0,0,1569,9736,11305
2015-09-29,4,2015,9,0,1,1,930,6310,7240
2015-09-30,4,2015,9,0,2,1,1047,9137,10184
2015-10-01,4,2015,10,0,3,1,224,4575,4799
2015-10-02,4,2015,10,0,4,1,104,1975,2079
2015-10-03,4,2015,10,0,5,1,598,3452,4050
2015-10-04,4,2015,10,0,6,0,1311,5313,6624
2015-10-05,4,2015,10,0,0,0,1234,9211,10445
2015-10-06,4,2015,10,0,1,1,1203,10348,11551
2015-10-07,4,2015,10,0,2,1,1181,10553,11734
2015-10-08,4,2015,10,0,3,1,1474,10237,11711
2015-10-09,4,2015,10,0,4,1,1829,8672,10501
2015-10-10,4,2015,10,0,5,1,3800,6469,10269
2015-10-11,4,2015,10,0,6,0,4380,6111,10491
2015-10-12,4,2015,10,1,0,0,2889,7606,10495
2015-10-13,4,2015,10,0,1,1,1294,9509,10803
2015-10-14,4,2015,10,0,2,1,1214,10192,11406
2015-10-15,4,2015,10,0,3,1,1654,9852,11506
2015-10-16,4,2015,10,0,4,1,1874,9389,11263
2015-10-17,4,2015,10,0,5,1,2861,5921,8782
2015-10-18,4,2015,10,0,6,0,1788,5190,6978
2015-10-19,4,2015,10,0,0,0,913,8161,9074
2015-10-20,4,2015,10,0,1,1,933,9103,10036
2015-10-21,4,2015,10,0,2,1,1056,9622,10678
2015-10-22,4,2015,10,0,3,1,1643,9644,11287
2015-10-23,4,2015,10,0,4,1,2136,9334,11470
2015-10-24,4,2015,10,0,5,1,3434,6296,9730
2015-10-25,4,2015,10,0,6,0,2654,5933,8587
2015-10-26,4,2015,10,0,0,0,1434,8539,9973
2015-10-27,4,2015,10,0,1,1,939,8858,9797
2015-10-28,4,2015,10,0,2,1,201,4978,5179
2015-10-29,4,2015,10,0,3,1,1142,9490,10632
2015-10-30,4,2015,10,0,4,1,1125,8575,9700
2015-10-31,4,2015,10,0,5,1,2425,6296,8721
2015-11-01,4,2015,11,0,6,0,1897,5314,7211
2015-11-02,4,2015,11,0,0,0,1051,8395,9446
2015-11-03,4,2015,11,0,1,1,985,9523,10508
2015-11-04,4,2015,11,0,2,1,1092,9730,10822
2015-11-05,4,2015,11,0,3,1,1073,9480,10553
2015-11-06,4,2015,11,0,4,1,2155,9454,11609
2015-11-07,4,2015,11,0,5,1,1148,4462,5610
2015-11-08,4,2015,11,0,6,0,2790,6204,8994
2015-11-09,4,2015,11,0,0,0,564,6151,6715
2015-11-10,4,2015,11,0,1,1,248,5525,5773
2015-11-11,4,2015,11,1,2,0,945,7956,8901
2015-11-12,4,2015,11,0,3,1,543,7933,8476
2015-11-13,4,2015,11,0,4,1,928,8334,9262
2015-11-14,4,2015,11,0,5,1,1823,5348,7171
2015-11-15,4,2015,11,0,6,0,1932,5509,7441
2015-11-16,4,2015,11,0,0,0,757,8399,9156
2015-11-17,4,2015,11,0,1,1,652,8574,9226
2015-11-18,4,2015,11,0,2,1,752,9016,9768
2015-11-19,4,2015,11,0,3,1,258,5997,6255
2015-11-20,4,2015,11,0,4,1,947,8150,9097
2015-11-21,4,2015,11,0,5,1,1867,5432,7299
2015-11-22,4,2015,11,0,6,0,819,4129,4948
2015-11-23,4,2015,11,0,0,0,313,6288,6601
2015-11-24,4,2015,11,0,1,1,506,6994,7500
2015-11-25,4,2015,11,0,2,1,696,6168,6864
2015-11-26,4,2015,11,1,3,0,1366,2028,3394
2015-11-27,4,2015,11,0,4,1,2857,3383,6240
2015-11-28,4,2015,11,0,5,1,2824,3594,6418
2015-11-29,4,2015,11,0,6,0,343,2534,2877
2015-11-30,4,2015,11,0,0,0,114,4046,4160
2015-12-01,4,2015,12,0,1,1,73,3881,3954
2015-12-02,4,2015,12,0,2,1,160,5580,5740
2015-12-03,4,2015,12,0,3,1,308,7661,7969
2015-12-04,4,2015,12,0,4,1,478,7462,7940
2015-12-05,4,2015,12,0,5,1,1461,5625,7086
2015-12-06,4,2015,12,0,6,0,1104,4876,5980
2015-12-07,4,2015,12,0,0,0,559,7369,7928
2015-12-08,4,2015,12,0,1,1,483,7975,8458
2015-12-09,4,2015,12,0,2,1,301,7681,7982
2015-12-10,4,2015,12,0,3,1,561,8124,8685
2015-12-11,4,2015,12,0,4,1,797,7925,8722
2015-12-12,4,2015,12,0,5,1,2300,6420,8720
2015-12-13,4,2015,12,0,6,0,1933,6101,8034
2015-12-14,4,2015,12,0,0,0,545,6100,6645
2015-12-15,4,2015,12,0,1,1,526,8277,8803
2015-12-16,4,2015,12,0,2,1,595,8030,8625
2015-12-17,4,2015,12,0,3,1,135,4418,4553
2015-12-18,4,2015,12,0,4,1,344,6354,6698
2015-12-19,4,2015,12,0,5,1,532,3747,4279
2015-12-20,4,2015,12,0,6,0,574,3645,4219
2015-12-21,1,2015,12,0,0,0,591,6084,6675
2015-12-22,1,2015,12,0,1,1,396,4538,4934
2015-12-23,1,2015,12,0,2,1,101,2162,2263
2015-12-24,1,2015,12,0,3,1,465,2331,2796
2015-12-25,1,2015,12,1,4,0,730,772,1502
2015-12-26,1,2015,12,0,5,1,1029,1673,2702
2015-12-27,1,2015,12,0,6,0,2249,2374,4623
2015-12-28,1,2015,12,0,0,0,838,3621,4459
2015-12-29,1,2015,12,0,1,1,1004,4249,5253
2015-12-30,1,2015,12,0,2,1,1038,4237,5275
2015-12-31,1,2015,12,0,3,1,1291,4564,5855
2016-01-01,1,2016,1,1,4,0,999,2221,3220
2016-01-02,1,2016,1,0,5,1,1522,3399,4921
2016-01-03,1,2016,1,0,6,0,1242,3723,4965
2016-01-04,1,2016,1,0,0,0,274,4859,5133
2016-01-05,1,2016,1,0,1,1,249,4601,4850
2016-01-06,1,2016,1,0,2,1,253,5459,5712
2016-01-07,1,2016,1,0,3,1,371,6221,6592
2016-01-08,1,2016,1,0,4,1,347,5806,6153
2016-01-09,1,2016,1,0,5,1,765,4549,5314
2016-01-10,1,2016,1,0,6,0,956,4707,5663
2016-01-11,1,2016,1,0,0,0,428,5866,6294
2016-01-12,1,2016,1,0,1,1,387,6103,6490
2016-01-13,1,2016,1,0,2,1,271,5349,5620
2016-01-14,1,2016,1,0,3,1,478,6686,7164
2016-01-15,1,2016,1,0,4,1,506,5477,5983
2016-01-16,1,2016,1,0,5,1,1436,4472,5908
2016-01-17,1,2016,1,0,6,0,606,2794,3400
2016-01-18,1,2016,1,1,0,0,142,2357,2499
2016-01-19,1,2016,1,0,1,1,57,3855,3912
2016-01-20,1,2016,1,0,2,1,64,4257,4321
2016-01-21,1,2016,1,0,3,1,71,4157,4228
2016-01-22,1,2016,1,0,4,1,62,2923,2985
2016-01-27,1,2016,1,0,2,1,3,525,528
2016-01-28,1,2016,1,0,3,1,38,1984,2022
2016-01-29,1,2016,1,0,4,1,94,2848,2942
2016-01-30,1,2016,1,0,5,1,321,2501,2822
2016-01-31,1,2016,1,0,6,0,477,3134,3611
2016-02-01,1,2016,2,0,0,0,190,4414,4604
2016-02-02,1,2016,2,0,1,1,227,6357,6584
2016-02-03,1,2016,2,0,2,1,72,4171,4243
2016-02-04,1,2016,2,0,3,1,301,6390,6691
2016-02-05,1,2016,2,0,4,1,382,5440,5822
2016-02-06,1,2016,2,0,5,1,788,4254,5042
2016-02-07,1,2016,2,0,6,0,671,3993,4664
2016-02-08,1,2016,2,0,0,0,266,5728,5994
2016-02-09,1,2016,2,0,1,1,111,3942,4053
2016-02-10,1,2016,2,0,2,1,184,5309,5493
2016-02-11,1,2016,2,0,3,1,91,4155,4246
2016-02-12,1,2016,2,0,4,1,172,4191,4363
2016-02-13,1,2016,2,0,5,1,118,1417,1535
2016-02-14,1,2016,2,0,6,0,225,1626,1851
2016-02-15,1,2016,2,1,0,0,24,477,501
2016-02-16,1,2016,2,0,1,1,83,3155,3238
2016-02-17,1,2016,2,0,2,1,241,5856,6097
2016-02-18,1,2016,2,0,3,1,217,5605,5822
2016-02-19,1,2016,2,0,4,1,289,5344,5633
2016-02-20,1,2016,2,0,5,1,2651,5594,8245
2016-02-21,1,2016,2,0,6,0,733,3521,4254
2016-02-22,1,2016,2,0,0,0,522,6626,7148
2016-02-23,1,2016,2,0,1,1,57,2528,2585
2016-02-24,1,2016,2,0,2,1,67,3212,3279
2016-02-25,1,2016,2,0,3,1,169,6161,6330
2016-02-26,1,2016,2,0,4,1,146,5199,5345
2016-02-27,1,2016,2,0,5,1,982,4450,5432
2016-02-28,1,2016,2,0,6,0,2792,5940,8732
2016-02-29,1,2016,2,0,0,0,647,7181,7828
2016-03-01,1,2016,3,0,1,1,686,7902,8588
2016-03-02,1,2016,3,0,2,1,210,5708,5918
2016-03-03,1,2016,3,0,3,1,251,5651,5902
2016-03-04,1,2016,3,0,4,1,273,5072,5345
2016-03-05,1,2016,3,0,5,1,1109,4225,5334
2016-03-06,1,2016,3,0,6,0,1539,4360,5899
2016-03-07,1,2016,3,0,0,0,1479,7524,9003
2016-03-08,1,2016,3,0,1,1,1670,8888,10558
2016-03-09,1,2016,3,0,2,1,1925,9289,11214
2016-03-10,1,2016,3,0,3,1,1910,9044,10954
2016-03-11,1,2016,3,0,4,1,2290,8929,11219
2016-03-12,1,2016,3,0,5,1,3962,6466,10428
2016-03-13,1,2016,3,0,6,0,1426,3768,5194
2016-03-14,1,2016,3,0,0,0,870,6801,7671
2016-03-15,1,2016,3,0,1,1,1015,7543,8558
2016-03-16,1,2016,3,0,2,1,3953,9403,13356
2016-03-17,1,2016,3,0,3,1,1786,8887,10673
2016-03-18,1,2016,3,0,4,1,2561,8868,11429
2016-03-19,1,2016,3,0,5,1,496,2731,3227
2016-03-20,1,2016,3,0,6,0,763,3769,4532
2016-03-21,2,2016,3,0,0,0,838,6742,7580
2016-03-22,2,2016,3,0,1,1,1410,8353,9763
2016-03-23,2,2016,3,0,2,1,2380,9960,12340
2016-03-24,2,2016,3,0,3,1,3139,10224,13363
2016-03-25,2,2016,3,0,4,1,3274,8938,12212
2016-03-26,2,2016,3,0,5,1,7027,7089,14116
2016-03-27,2,2016,3,0,6,0,3745,4819,8564
2016-03-28,2,2016,3,0,0,0,1485,6945,8430
2016-03-29,2,2016,3,0,1,1,1658,8563,10221
2016-03-30,2,2016,3,0,2,1,2050,8823,10873
2016-03-31,2,2016,3,0,3,1,1950,9079,11029
2016-04-01,2,2016,4,0,4,1,2542,8332,10874
2016-04-02,2,2016,4,0,5,1,3478,5804,9282
2016-04-03,2,2016,4,0,6,0,1921,4879,6800
2016-04-04,2,2016,4,0,0,0,971,6427,7398
2016-04-05,2,2016,4,0,1,1,645,6867,7512
2016-04-06,2,2016,4,0,2,1,1055,8013,9068
2016-04-07,2,2016,4,0,3,1,490,4943,5433
2016-04-08,2,2016,4,0,4,1,1651,7878,9529
2016-04-09,2,2016,4,0,5,1,795,3274,4069
2016-04-10,2,2016,4,0,6,0,2507,4914,7421
2016-04-11,2,2016,4,0,0,0,1479,7977,9456
2016-04-12,2,2016,4,0,1,1,926,7657,8583
2016-04-13,2,2016,4,0,2,1,1152,8979,10131
2016-04-14,2,2016,4,0,3,1,1323,9200,10523
2016-04-15,2,2016,4,0,4,1,2329,9066,11395
2016-04-16,2,2016,4,0,5,1,5969,7536,13505
2016-04-17,2,2016,4,0,6,0,5252,7115,12367
2016-04-18,2,2016,4,0,0,0,2409,9473,11882
2016-04-19,2,2016,4,0,1,1,1962,9965,11927
